sale_id,sale_date,product_id,quantity,price,status,city,customer_id
117,2025-11-12,2,2,4096,Доставлен,Екатеринбург,6899
118,2025-11-19,1,3,4743,Доставлен,Воронеж,3485
119,2025-08-29,74,2,2026,Возврат,Самара,7626
120,2025-11-22,59,2,4266,Доставлен,Пермь,1410
121,2026-01-09,33,2,770,Доставлен,Самара,1551
122,2026-01-16,10,3,3580,Отменен,Челябинск,6937
123,2025-12-19,68,2,2716,Доставлен,Уфа,8354
124,2026-02-09,78,2,1032,Доставлен,Нижний Новгород,3661
125,2025-11-05,85,2,2629,Возврат,Новосибирск,9336
126,2025-11-24,28,1,2911,Доставлен,Воронеж,6444
127,2025-09-03,89,3,1908,Отменен,Казань,6998
128,2025-11-11,85,3,2629,Доставлен,Ростов-на-Дону,4132
129,2025-12-01,13,1,1993,Доставлен,Воронеж,8176
130,2025-12-16,3,3,889,Доставлен,Ростов-на-Дону,1022
131,2025-10-30,36,1,5577,Доставлен,Волгоград,9330
132,2025-11-27,57,2,1833,Доставлен,Уфа,4020
133,2025-11-18,84,1,4813,Отменен,Санкт-Петербург,3183
134,2025-11-07,6,3,4057,Доставлен,Екатеринбург,1639
135,2025-10-15,84,2,4813,Доставлен,Уфа,2539
136,2026-01-01,28,1,2911,Доставлен,Красноярск,1050
137,2025-11-01,76,1,1917,Доставлен,Пермь,2739
138,2025-11-01,13,2,1993,Отменен,Ростов-на-Дону,6900
139,2025-11-12,8,1,5626,Доставлен,Волгоград,2357
140,2025-09-01,100,1,5038,Доставлен,Уфа,9105
141,2025-11-17,91,3,3291,Доставлен,Нижний Новгород,5260
142,2025-11-13,9,2,694,Доставлен,Самара,5873
143,2026-01-12,45,3,2155,Доставлен,Красноярск,7932
144,2025-08-30,80,1,2900,Доставлен,Краснодар,9377
145,2025-09-02,21,3,2757,Доставлен,Москва,7014
146,2025-11-23,4,2,2644,Возврат,Воронеж,1499
147,2025-11-27,60,3,3410,Доставлен,Воронеж,7081
148,2025-10-24,7,3,4629,Доставлен,Пермь,8690
149,2025-11-25,18,2,5679,Отменен,Волгоград,9555
150,2025-11-29,27,1,3097,Доставлен,Уфа,5986
151,2026-01-27,16,2,5989,Доставлен,Москва,2564
152,2025-10-02,41,1,682,Доставлен,Уфа,4456
153,2025-11-27,12,1,5511,Доставлен,Новосибирск,9425
154,2025-11-01,2,2,4096,Доставлен,Казань,4081
155,2025-11-19,83,3,4161,Отменен,Самара,5681
156,2025-11-26,38,1,3084,Доставлен,Новосибирск,2216
157,2025-12-12,8,3,5626,Возврат,Москва,1075
158,2026-01-30,15,1,5893,Доставлен,Челябинск,3513
159,2025-10-26,71,3,3465,Доставлен,Санкт-Петербург,2641
160,2025-11-18,15,1,5893,Доставлен,Пермь,4699
161,2025-11-25,53,3,4176,Доставлен,Красноярск,8981
162,2026-02-04,88,2,3319,Доставлен,Самара,4104
163,2025-12-18,20,3,2616,Отменен,Новосибирск,6054
164,2025-11-05,18,3,5679,Доставлен,Нижний Новгород,2492
165,2025-11-03,11,2,3409,Возврат,Екатеринбург,3391
166,2025-11-05,57,1,1833,Доставлен,Воронеж,6930
167,2025-11-28,69,1,4756,Доставлен,Москва,2365
168,2026-02-03,54,1,1567,Доставлен,Пермь,2770
169,2025-11-15,19,3,3490,Доставлен,Воронеж,7413
170,2025-11-06,9,1,694,Доставлен,Новосибирск,5628
171,2025-11-06,14,2,1969,Доставлен,Воронеж,3781
172,2026-02-05,59,2,4266,Доставлен,Пермь,5839
173,2025-11-18,37,3,2926,Доставлен,Краснодар,6176
174,2025-11-04,7,3,4629,Доставлен,Москва,3975
175,2025-10-01,58,1,684,Доставлен,Ростов-на-Дону,5927
176,2025-12-08,89,2,1908,Доставлен,Краснодар,9449
177,2025-11-23,3,3,889,Доставлен,Екатеринбург,9088
178,2025-12-19,1,3,4743,Доставлен,Казань,2513
179,2025-09-05,8,3,5626,Доставлен,Санкт-Петербург,8195
180,2026-01-27,2,1,4096,Доставлен,Челябинск,9906
181,2025-11-09,11,3,3409,Доставлен,Казань,2484
182,2025-11-01,9,1,694,Доставлен,Краснодар,8425
183,2026-02-01,89,2,1908,Доставлен,Казань,8283
184,2025-10-09,96,1,1336,Доставлен,Самара,2581
185,2025-11-21,20,2,2616,Доставлен,Краснодар,1621
186,2025-11-06,14,2,1969,Доставлен,Волгоград,7261
187,2025-11-12,2,1,4096,Доставлен,Новосибирск,8114
188,2025-11-28,80,2,2900,Доставлен,Красноярск,8506
189,2025-11-15,6,3,4057,Доставлен,Уфа,3320
190,2025-12-24,45,3,2155,Доставлен,Челябинск,5249
191,2026-01-02,10,3,3580,Отменен,Красноярск,5536
192,2025-12-06,2,1,4096,Доставлен,Москва,6955
193,2025-10-14,78,3,1032,Доставлен,Пермь,8059
194,2025-12-14,7,1,4629,Доставлен,Новосибирск,8060
195,2025-10-11,40,2,636,Доставлен,Самара,2981
196,2025-11-07,8,1,5626,Доставлен,Новосибирск,1551
197,2025-11-08,4,1,2644,Доставлен,Москва,3992
198,2025-11-10,10,1,3580,Доставлен,Москва,8847
199,2025-09-29,36,1,5577,Доставлен,Екатеринбург,4163
200,2026-01-07,56,2,2134,Доставлен,Санкт-Петербург,2109
201,2025-12-26,2,2,4096,Отменен,Краснодар,9547
202,2025-11-27,100,3,5038,Доставлен,Краснодар,8460
203,2025-09-06,22,1,4154,Доставлен,Санкт-Петербург,3333
204,2025-09-16,26,2,5521,Доставлен,Нижний Новгород,6787
205,2025-10-17,30,1,3795,Доставлен,Краснодар,8891
206,2025-12-28,93,2,1449,Доставлен,Волгоград,8993
207,2026-02-04,21,1,2757,Доставлен,Уфа,3934
208,2025-12-24,1,3,4743,Доставлен,Самара,1728
209,2026-01-10,37,1,2926,Отменен,Красноярск,4580
210,2025-09-07,31,3,5286,Доставлен,Казань,3380
211,2026-01-05,15,2,5893,Доставлен,Пермь,4837
212,2025-09-17,71,1,3465,Доставлен,Волгоград,7204
213,2025-11-13,15,2,5893,Доставлен,Екатеринбург,9855
214,2026-01-24,51,1,4443,Доставлен,Пермь,8040
215,2025-11-09,17,2,2757,Доставлен,Краснодар,1595
216,2025-09-03,71,3,3465,Доставлен,Краснодар,5618
217,2025-08-25,29,1,1382,Доставлен,Екатеринбург,8327
218,2025-12-24,16,3,5989,Доставлен,Санкт-Петербург,1537
219,2025-08-26,12,3,5511,Доставлен,Воронеж,3916
220,2025-11-03,14,2,1969,Отменен,Уфа,2034
221,2025-10-10,91,3,3291,Доставлен,Волгоград,8340
222,2025-10-10,16,3,5989,Доставлен,Ростов-на-Дону,1001
223,2026-01-13,17,2,2757,Доставлен,Пермь,5277
224,2025-09-12,52,1,723,Доставлен,Ростов-на-Дону,1931
225,2025-12-20,25,1,4536,Отменен,Челябинск,2635
226,2025-11-05,4,1,2644,Доставлен,Самара,5553
227,2025-09-27,14,3,1969,Доставлен,Красноярск,6227
228,2025-09-13,76,1,1917,Доставлен,Ростов-на-Дону,1827
229,2025-11-30,6,2,4057,Доставлен,Воронеж,1458
230,2025-10-17,16,3,5989,Доставлен,Екатеринбург,7248
231,2025-11-29,8,3,5626,Доставлен,Краснодар,4224
232,2025-12-29,3,2,889,Доставлен,Новосибирск,4902
233,2025-08-25,55,1,5235,Доставлен,Новосибирск,9620
234,2025-11-06,16,1,5989,Доставлен,Новосибирск,6503
235,2025-09-03,45,2,2155,Отменен,Волгоград,4199
236,2025-09-10,21,2,2757,Доставлен,Санкт-Петербург,1356
237,2025-09-12,24,1,4870,Доставлен,Воронеж,6339
238,2025-11-14,4,3,2644,Доставлен,Нижний Новгород,1121
239,2025-10-14,51,3,4443,Доставлен,Новосибирск,9309
240,2025-08-15,17,2,2757,Доставлен,Челябинск,8321
241,2025-12-03,19,2,3490,Доставлен,Краснодар,9772
242,2026-02-07,78,1,1032,Доставлен,Пермь,4778
243,2025-09-27,73,1,3578,Доставлен,Краснодар,5554
244,2025-10-15,65,3,5674,Доставлен,Казань,9512
245,2025-11-15,8,1,5626,Доставлен,Пермь,2876
246,2026-02-09,65,1,5674,Доставлен,Самара,8080
247,2025-11-19,10,3,3580,Отменен,Екатеринбург,2020
248,2025-11-16,59,1,4266,Доставлен,Уфа,1643
249,2025-12-25,10,1,3580,Доставлен,Москва,5163
250,2025-11-08,16,1,5989,Доставлен,Екатеринбург,9919
251,2025-10-20,92,1,4269,Доставлен,Ростов-на-Дону,9514
252,2025-09-06,21,1,2757,Доставлен,Краснодар,2618
253,2025-12-14,11,1,3409,Доставлен,Санкт-Петербург,2972
254,2025-12-10,2,3,4096,Отменен,Самара,8695
255,2025-10-13,28,2,2911,Доставлен,Челябинск,4251
256,2026-02-01,100,3,5038,Доставлен,Красноярск,4737
257,2025-11-07,12,1,5511,Доставлен,Самара,8830
258,2025-12-23,88,3,3319,Доставлен,Уфа,4046
259,2025-10-03,43,3,3301,Доставлен,Красноярск,3237
260,2025-12-27,34,2,3781,Отменен,Воронеж,8317
261,2026-01-13,52,2,723,Доставлен,Краснодар,1746
262,2026-01-12,19,2,3490,Доставлен,Екатеринбург,9071
263,2025-12-21,91,2,3291,Доставлен,Уфа,6058
264,2025-12-31,13,2,1993,Доставлен,Красноярск,9430
265,2026-01-25,10,2,3580,Доставлен,Новосибирск,5913
266,2025-08-25,12,3,5511,Доставлен,Москва,9158
267,2026-02-05,8,2,5626,Доставлен,Санкт-Петербург,4168
268,2025-11-26,14,3,1969,Доставлен,Волгоград,3879
269,2025-12-07,10,2,3580,Отменен,Екатеринбург,2888
270,2026-02-08,57,3,1833,Доставлен,Воронеж,4985
271,2025-12-18,1,2,4743,Доставлен,Нижний Новгород,2907
272,2025-11-29,90,2,631,Доставлен,Красноярск,5045
273,2025-10-28,90,2,631,Доставлен,Екатеринбург,1689
274,2025-09-01,11,3,3409,Доставлен,Екатеринбург,3344
275,2025-11-27,16,3,5989,Доставлен,Казань,4151
276,2025-09-04,30,1,3795,Доставлен,Санкт-Петербург,2365
277,2026-01-23,36,3,5577,Доставлен,Санкт-Петербург,1789
278,2025-11-12,11,2,3409,Возврат,Воронеж,4519
279,2025-12-30,18,1,5679,Доставлен,Краснодар,2746
280,2026-01-22,9,3,694,Доставлен,Красноярск,1424
281,2025-12-04,3,1,889,Доставлен,Пермь,5308
282,2025-10-19,44,3,3084,Доставлен,Волгоград,8163
283,2025-12-28,17,1,2757,Доставлен,Челябинск,5264
284,2025-12-06,10,1,3580,Доставлен,Екатеринбург,9693
285,2025-11-07,57,3,1833,Доставлен,Самара,4037
286,2025-10-15,74,3,2026,Доставлен,Санкт-Петербург,7595
287,2025-09-16,30,2,3795,Отменен,Нижний Новгород,4411
288,2026-01-10,59,3,4266,Доставлен,Красноярск,8366
289,2025-11-07,9,1,694,Доставлен,Москва,3480
290,2025-12-29,9,1,694,Доставлен,Самара,3192
291,2025-11-06,18,1,5679,Доставлен,Новосибирск,8568
292,2025-11-03,70,2,2463,Доставлен,Казань,6811
293,2025-10-10,48,3,4238,Возврат,Пермь,8696
294,2026-01-02,84,2,4813,Доставлен,Санкт-Петербург,4095
295,2025-11-07,63,1,3751,Доставлен,Воронеж,1020
296,2025-12-27,88,1,3319,Доставлен,Ростов-на-Дону,4422
297,2025-12-17,23,3,816,Доставлен,Нижний Новгород,7226
298,2025-12-27,22,2,4154,Доставлен,Челябинск,1045
299,2025-09-28,92,3,4269,Доставлен,Нижний Новгород,4912
300,2025-09-12,95,1,4280,Доставлен,Воронеж,4536
301,2025-11-10,4,3,2644,Доставлен,Самара,7035
302,2025-11-09,15,3,5893,Доставлен,Казань,1188
303,2025-11-29,91,1,3291,Доставлен,Волгоград,4396
304,2025-12-19,82,1,1050,Отменен,Пермь,5328
305,2025-12-12,97,2,1371,Доставлен,Нижний Новгород,7194
306,2025-09-10,19,2,3490,Доставлен,Екатеринбург,1147
307,2025-11-20,45,2,2155,Доставлен,Екатеринбург,9177
308,2026-01-09,13,1,1993,Доставлен,Ростов-на-Дону,9841
309,2026-01-14,12,1,5511,Доставлен,Екатеринбург,5293
310,2025-11-10,91,2,3291,Доставлен,Челябинск,9288
311,2025-09-28,13,3,1993,Доставлен,Санкт-Петербург,8896
312,2025-11-04,92,1,4269,Доставлен,Нижний Новгород,7740
313,2025-12-15,30,3,3795,Доставлен,Красноярск,8172
314,2025-11-12,42,3,3993,Доставлен,Красноярск,5417
315,2025-09-28,72,2,2197,Доставлен,Воронеж,5412
316,2025-10-22,54,2,1567,Отменен,Москва,7629
317,2025-09-22,81,3,3800,Доставлен,Ростов-на-Дону,4870
318,2025-11-12,100,2,5038,Доставлен,Краснодар,1151
319,2026-01-16,8,2,5626,Доставлен,Москва,2616
320,2025-09-06,17,2,2757,Доставлен,Новосибирск,8277
321,2025-12-16,1,3,4743,Доставлен,Самара,3233
322,2025-11-24,1,3,4743,Доставлен,Челябинск,4700
323,2025-10-29,18,2,5679,Отменен,Москва,2778
324,2025-11-21,89,3,1908,Доставлен,Пермь,3770
325,2025-10-03,92,1,4269,Возврат,Краснодар,9903
326,2025-10-02,98,2,1615,Доставлен,Новосибирск,2619
327,2026-02-02,96,2,1336,Доставлен,Новосибирск,2185
328,2025-11-18,64,3,3932,Доставлен,Новосибирск,9777
329,2025-11-18,16,3,5989,Доставлен,Санкт-Петербург,2230
330,2025-11-16,63,2,3751,Возврат,Ростов-на-Дону,2016
331,2025-12-16,20,2,2616,Доставлен,Москва,9415
332,2026-01-02,4,3,2644,Доставлен,Волгоград,3714
333,2025-12-07,18,1,5679,Доставлен,Ростов-на-Дону,9548
334,2025-11-10,71,2,3465,Доставлен,Москва,2129
335,2025-11-15,28,2,2911,Доставлен,Казань,4176
336,2025-10-08,41,1,682,Доставлен,Челябинск,6943
337,2025-11-30,70,3,2463,Доставлен,Самара,4111
338,2025-11-13,60,3,3410,Доставлен,Ростов-на-Дону,5271
339,2025-11-05,14,1,1969,Возврат,Казань,9888
340,2025-10-08,59,3,4266,Доставлен,Казань,2882
341,2025-10-23,91,2,3291,Доставлен,Пермь,6811
342,2025-11-14,83,1,4161,Доставлен,Нижний Новгород,1739
343,2025-11-24,3,1,889,Доставлен,Ростов-на-Дону,4616
344,2025-08-15,26,3,5521,Доставлен,Красноярск,1860
345,2025-11-23,8,1,5626,Доставлен,Воронеж,2126
346,2025-09-02,88,1,3319,Доставлен,Воронеж,4984
347,2025-08-21,29,3,1382,Доставлен,Воронеж,1219
348,2026-02-06,16,3,5989,Доставлен,Красноярск,5257
349,2026-02-08,43,3,3301,Возврат,Санкт-Петербург,8961
350,2025-10-24,73,3,3578,Доставлен,Челябинск,9892
351,2025-10-03,24,3,4870,Доставлен,Воронеж,8962
352,2026-01-25,15,3,5893,Доставлен,Воронеж,4051
353,2025-11-11,5,1,3186,Доставлен,Волгоград,3806
354,2025-08-30,3,1,889,Доставлен,Челябинск,4295
355,2025-11-01,11,2,3409,Доставлен,Екатеринбург,4474
356,2025-10-12,88,3,3319,Отменен,Волгоград,6768
357,2025-11-28,6,2,4057,Доставлен,Уфа,9022
358,2025-08-31,20,2,2616,Доставлен,Краснодар,4871
359,2025-11-06,34,3,3781,Доставлен,Челябинск,1555
360,2025-08-24,20,3,2616,Доставлен,Уфа,8106
361,2025-11-25,19,3,3490,Доставлен,Краснодар,5753
362,2025-11-27,81,1,3800,Доставлен,Ростов-на-Дону,8952
363,2025-10-05,45,1,2155,Доставлен,Екатеринбург,8997
364,2025-11-22,85,1,2629,Отменен,Волгоград,7158
365,2025-09-07,50,1,5554,Доставлен,Пермь,9827
366,2026-01-25,1,3,4743,Отменен,Новосибирск,1321
367,2025-10-01,98,2,1615,Доставлен,Нижний Новгород,1784
368,2026-01-15,13,3,1993,Доставлен,Екатеринбург,2145
369,2025-09-12,73,1,3578,Доставлен,Санкт-Петербург,6521
370,2025-11-02,6,1,4057,Доставлен,Санкт-Петербург,4069
371,2026-02-01,35,1,2770,Доставлен,Краснодар,4905
372,2025-11-20,81,3,3800,Доставлен,Санкт-Петербург,6183
373,2025-11-21,82,3,1050,Доставлен,Краснодар,7317
374,2025-08-21,69,3,4756,Отменен,Челябинск,9850
375,2026-02-01,69,1,4756,Отменен,Москва,6974
376,2025-10-25,57,1,1833,Доставлен,Екатеринбург,7783
377,2026-01-02,5,3,3186,Доставлен,Пермь,3606
378,2025-10-08,36,3,5577,Доставлен,Красноярск,2286
379,2025-09-02,22,2,4154,Доставлен,Екатеринбург,6070
380,2025-09-15,71,2,3465,Доставлен,Красноярск,9451
381,2026-01-25,6,2,4057,Возврат,Казань,3290
382,2025-12-07,75,3,4562,Доставлен,Волгоград,4990
383,2025-11-12,90,3,631,Доставлен,Воронеж,6211
384,2025-12-17,19,2,3490,Доставлен,Краснодар,6770
385,2025-11-14,2,2,4096,Доставлен,Челябинск,9074
386,2025-11-12,33,1,770,Доставлен,Уфа,9769
387,2026-02-06,14,2,1969,Доставлен,Казань,5834
388,2025-12-31,88,2,3319,Доставлен,Екатеринбург,1761
389,2026-01-20,84,2,4813,Доставлен,Воронеж,4570
390,2025-08-25,29,3,1382,Доставлен,Екатеринбург,2089
391,2025-09-26,1,2,4743,Доставлен,Волгоград,2114
392,2025-12-07,17,2,2757,Доставлен,Волгоград,6420
393,2025-11-26,25,3,4536,Доставлен,Новосибирск,8220
394,2025-11-17,6,3,4057,Доставлен,Новосибирск,1799
395,2025-09-27,66,1,2934,Доставлен,Нижний Новгород,4967
396,2025-11-04,39,3,2332,Доставлен,Челябинск,8356
397,2025-11-15,2,2,4096,Доставлен,Пермь,4445
398,2026-02-07,74,1,2026,Доставлен,Нижний Новгород,7946
399,2025-12-08,1,1,4743,Доставлен,Санкт-Петербург,1803
400,2025-08-16,37,3,2926,Доставлен,Уфа,3195
401,2025-12-09,95,2,4280,Доставлен,Челябинск,9277
402,2026-01-20,8,1,5626,Доставлен,Новосибирск,6012
403,2025-10-02,43,2,3301,Доставлен,Уфа,1670
404,2025-12-28,4,1,2644,Доставлен,Уфа,2704
405,2025-11-15,7,1,4629,Доставлен,Екатеринбург,6389
406,2025-11-05,12,3,5511,Доставлен,Ростов-на-Дону,7116
407,2025-12-11,28,3,2911,Доставлен,Санкт-Петербург,3905
408,2025-09-06,7,1,4629,Отменен,Нижний Новгород,9116
409,2025-09-26,87,2,2462,Доставлен,Краснодар,3325
410,2025-11-04,12,2,5511,Доставлен,Челябинск,1966
411,2025-11-01,29,3,1382,Возврат,Екатеринбург,3868
412,2025-09-30,53,2,4176,Доставлен,Ростов-на-Дону,3756
413,2025-11-08,74,3,2026,Доставлен,Челябинск,5198
414,2025-11-19,19,1,3490,Отменен,Красноярск,6666
415,2025-08-28,28,3,2911,Доставлен,Санкт-Петербург,5126
416,2025-11-18,20,3,2616,Доставлен,Казань,6579
417,2025-12-23,17,3,2757,Доставлен,Волгоград,2012
418,2025-11-14,12,1,5511,Доставлен,Краснодар,6201
419,2025-12-28,15,1,5893,Доставлен,Екатеринбург,6684
420,2026-01-09,45,1,2155,Доставлен,Санкт-Петербург,2014
421,2025-11-07,13,1,1993,Возврат,Екатеринбург,9028
422,2025-11-18,84,1,4813,Доставлен,Красноярск,8148
423,2025-08-19,69,2,4756,Доставлен,Воронеж,7305
424,2025-11-09,2,2,4096,Доставлен,Москва,5267
425,2025-09-07,30,3,3795,Доставлен,Самара,3875
426,2025-12-12,5,3,3186,Доставлен,Краснодар,6447
427,2025-12-09,6,3,4057,Доставлен,Самара,8775
428,2025-11-14,2,2,4096,Доставлен,Уфа,1927
429,2025-12-30,87,1,2462,Доставлен,Воронеж,2633
430,2025-11-01,1,3,4743,Доставлен,Екатеринбург,4538
431,2025-10-29,82,1,1050,Доставлен,Новосибирск,9931
432,2025-12-07,3,3,889,Доставлен,Уфа,1731
433,2025-10-12,81,2,3800,Доставлен,Краснодар,6684
434,2025-09-17,97,1,1371,Доставлен,Ростов-на-Дону,9861
435,2025-11-24,1,2,4743,Доставлен,Самара,4972
436,2025-12-03,38,2,3084,Доставлен,Самара,9454
437,2025-12-15,5,3,3186,Доставлен,Самара,6626
438,2025-11-25,40,1,636,Доставлен,Казань,6725
439,2025-08-22,31,1,5286,Доставлен,Москва,9140
440,2025-09-16,40,3,636,Доставлен,Казань,9694
441,2025-09-19,82,1,1050,Отменен,Волгоград,4881
442,2025-11-29,16,3,5989,Доставлен,Воронеж,4455
443,2025-11-06,46,3,2061,Доставлен,Уфа,1529
444,2026-01-11,11,3,3409,Доставлен,Санкт-Петербург,1246
445,2025-11-28,10,1,3580,Доставлен,Уфа,3628
446,2025-11-19,78,2,1032,Доставлен,Краснодар,4055
